u,i,r,t
3882,8983,5.0,1376092800
3882,6913,5.0,1343260800
3882,87,5.0,1360195200
3882,416,5.0,1359590400
3882,5778,5.0,1358812800
3882,4785,5.0,1202428800
3882,563,5.0,1398038400
3882,5283,1.0,1378252800
3882,2372,5.0,1358726400
3882,5227,5.0,1376092800
3882,613,5.0,1398038400
3882,751,5.0,1381276800
3882,5721,5.0,1343260800
3882,3582,5.0,1357084800
3882,1225,5.0,1376524800
3882,584,5.0,1350000000
8599,3255,5.0,1384387200
8599,843,5.0,1310515200
8599,9955,5.0,1303516800
8599,420,5.0,1384387200
8599,2696,5.0,1384387200
8599,3848,5.0,1384387200
8599,417,5.0,1356134400
8599,1929,2.0,1384819200
8599,87,1.0,1356048000
8599,7830,2.0,1384387200
8599,4646,4.0,1384387200
8804,2644,1.0,1347580800
8804,3300,4.0,1392681600
8804,4598,1.0,1359849600
8804,8154,3.0,1405641600
8804,3734,5.0,1351209600
8804,824,2.0,1356220800
8804,87,2.0,1361577600
6426,1784,5.0,1185667200
6426,115,5.0,1362787200
6426,7148,5.0,1189296000
6426,1871,4.0,1189296000
6426,5313,5.0,1362787200
6426,2325,5.0,1368748800
6426,2337,4.0,1383004800
6426,3341,5.0,1361404800
6426,2991,5.0,1245974400
6426,5537,5.0,1388188800
6426,2206,3.0,1365465600
6426,1587,5.0,1383696000
6426,3769,4.0,1383004800
6426,2061,5.0,1381017600
6426,87,4.0,1362787200
6426,519,5.0,1376006400
4235,4114,4.0,1403395200
4235,7959,4.0,1403395200
4235,133,5.0,1395100800
4235,3417,4.0,1401408000
4235,4632,4.0,1403654400
4235,2467,2.0,1403395200
4235,1544,5.0,1395100800
4235,8649,4.0,1403395200
4235,637,5.0,1396569600
4235,4994,4.0,1396569600
4235,737,3.0,1400025600
4235,2010,4.0,1396569600
4235,3293,4.0,1396828800
4235,2845,3.0,1397952000
4235,2254,3.0,1402099200
4235,1143,4.0,1392249600
4235,6323,5.0,1402099200
4235,4133,4.0,1401408000
4235,87,5.0,1395100800
4235,297,4.0,1400025600
4235,2877,4.0,1402099200
4235,306,2.0,1396828800
4235,2038,4.0,1400976000
4235,3412,4.0,1400976000
4235,5804,4.0,1403654400
4235,1999,3.0,1400976000
4235,566,3.0,1395878400
4235,540,4.0,1395100800
4235,686,4.0,1403395200
4235,236,5.0,1400025600
7620,2089,5.0,1391126400
7620,392,4.0,1395705600
7620,446,5.0,1395705600
7620,147,5.0,1391126400
7620,854,5.0,1395705600
7620,5787,5.0,1398211200
7620,87,4.0,1398211200
7620,1499,5.0,1398211200
7620,5099,4.0,1398211200
7620,3928,1.0,1395705600
7620,2553,5.0,1398211200
7620,6677,5.0,1395705600
7620,3077,5.0,1391126400
7620,7579,5.0,1395705600
8928,87,4.0,1387497600
8928,4847,5.0,1348444800
8928,2662,4.0,1394582400
8928,5250,5.0,1272499200
8928,815,5.0,1404518400
8928,453,4.0,1387497600
8928,3678,4.0,1394582400
8928,4235,5.0,1395273600
8928,1445,4.0,1401235200
7779,2693,5.0,1358726400
7779,532,3.0,1366329600
7779,5620,4.0,1357430400
7779,1261,3.0,1360195200
7779,8957,4.0,1374278400
7779,1939,3.0,1400371200
7779,2924,4.0,1361491200
7779,1473,2.0,1361491200
7779,3115,4.0,1400371200
7779,7051,1.0,1401062400
7779,7996,4.0,1366329600
7779,933,5.0,1389571200
7779,3862,4.0,1376956800
7779,1263,4.0,1361491200
7779,7399,5.0,1398902400
7779,301,3.0,1378684800
7779,8167,4.0,1404345600
7779,2827,1.0,1389571200
7779,1225,3.0,1370563200
7779,1950,3.0,1366761600
7779,2452,2.0,1357430400
7779,1665,3.0,1401062400
7779,1267,3.0,1358812800
7779,1546,4.0,1359504000
7779,5499,3.0,1401062400
7779,1134,4.0,1401062400
7779,528,4.0,1334620800
7779,2578,4.0,1404345600
7779,87,3.0,1361491200
7779,7067,3.0,1395446400
7779,563,4.0,1395446400
7779,3444,3.0,1405209600
5446,758,5.0,1389225600
5446,6597,5.0,1356393600
5446,5509,4.0,1229990400
5446,2404,5.0,1216252800
5446,1038,5.0,1386547200
5446,1659,5.0,1356393600
5446,6545,5.0,1357084800
5446,6385,5.0,1357084800
5446,705,5.0,1357084800
5446,3898,5.0,1386547200
5446,6371,5.0,1380758400
5446,3028,5.0,1386547200
5446,153,5.0,1380758400
5446,87,4.0,1380758400
5446,1523,5.0,1356393600
5446,129,5.0,1357084800
5446,1217,5.0,1357084800
5446,3160,5.0,1386547200
5446,4154,5.0,1356393600
5446,2279,5.0,1386547200
5446,7909,5.0,1380758400
5446,8244,5.0,1386547200
5446,582,5.0,1356393600
5446,2956,5.0,1357084800
5446,526,5.0,1389225600
8969,926,4.0,1358208000
8969,3102,4.0,1385683200
8969,461,5.0,1385683200
8969,3412,4.0,1385683200
8969,87,4.0,1385683200
8969,166,5.0,1402876800
8969,6681,3.0,1385683200
8969,1320,5.0,1356566400
8969,1102,5.0,1382054400
1848,4362,5.0,1138233600
1848,1913,5.0,1146700800
1848,336,3.0,1144281600
1848,582,5.0,1142380800
1848,7553,4.0,1146873600
1848,7289,2.0,1146873600
1848,1608,5.0,1142380800
1848,680,5.0,1151193600
1848,6678,5.0,1143072000
1848,3237,5.0,1147046400
1848,9276,5.0,1147046400
1848,8737,5.0,1145404800
1848,495,5.0,1147305600
1848,685,5.0,1141171200
1848,1799,5.0,1141257600
1848,6550,5.0,1156896000
1848,1952,5.0,1156896000
1848,2891,4.0,1145404800
1848,88,5.0,1143417600
1848,2423,5.0,1156896000
1848,1954,4.0,1146787200
1848,1389,5.0,1143763200
1848,8689,5.0,1144022400
1848,4313,5.0,1159833600
1848,1184,5.0,1147046400
1848,753,4.0,1143072000
1848,718,5.0,1142380800
1848,1056,5.0,1144022400
1848,352,5.0,1147046400
1848,304,5.0,1145491200
1848,8875,5.0,1143072000
1848,775,5.0,1159833600
8797,406,5.0,1294185600
8797,1535,5.0,1380067200
8797,7853,1.0,1380412800
8797,1184,3.0,1237075200
8797,6313,5.0,1313625600
8797,3183,3.0,1192147200
8797,2519,1.0,1371427200
8797,141,4.0,1347148800
8797,5441,5.0,1255392000
8797,2458,5.0,1219449600
8797,723,5.0,1354492800
8797,1534,5.0,1334707200
8797,5738,4.0,1292198400
8797,88,3.0,1238198400
8797,3766,1.0,1383004800
8797,1633,1.0,1387756800
8797,3220,5.0,1241222400
2872,1552,5.0,1089072000
2872,1283,5.0,1293062400
2872,10141,4.0,1144281600
2872,2284,5.0,1172275200
2872,8537,5.0,1114128000
2872,1897,5.0,1165104000
2872,6983,5.0,1040601600
2872,88,5.0,1143331200
2872,3606,1.0,1205798400
2872,1293,5.0,1150761600
2872,281,5.0,1296172800
2872,2231,2.0,1259452800
2872,2784,5.0,1261526400
2872,6213,5.0,1114128000
2872,3968,4.0,1293667200
2872,7213,4.0,1163289600
3196,130,5.0,1199750400
3196,1697,5.0,1199750400
3196,88,5.0,1199750400
3196,9484,4.0,1212019200
3196,2183,4.0,1199750400
3196,9533,5.0,1199750400
3196,8716,5.0,1186358400
3196,8959,5.0,1200009600
3196,2159,4.0,1199750400
3196,10074,5.0,1199923200
3196,772,5.0,1199750400
3196,720,5.0,1199750400
3196,1808,5.0,1199750400
3196,588,5.0,1199750400
3196,199,4.0,1199750400
3196,7333,5.0,1223078400
3196,7470,5.0,1200009600
3196,224,4.0,1199750400
3196,802,5.0,1199750400
4881,723,5.0,1156118400
4881,2138,5.0,1289606400
4881,3488,5.0,1090627200
4881,2771,5.0,1214006400
4881,3202,5.0,1029369600
4881,1891,5.0,1048204800
4881,3572,2.0,1046217600
4881,3811,5.0,1225929600
4881,799,5.0,1142121600
4881,5542,5.0,1284163200
4881,454,5.0,1050278400
4881,88,5.0,1141344000
4881,5739,5.0,1260835200
4881,603,5.0,1327536000
4881,6641,3.0,1019088000
4881,5443,5.0,1266710400
4881,108,4.0,1105747200
4881,418,2.0,1141344000
4881,3354,5.0,1085616000
4881,822,5.0,1283558400
7140,1048,5.0,1202428800
7140,3053,5.0,1202428800
7140,7964,4.0,1202428800
7140,9736,5.0,1202428800
7140,5320,5.0,1202428800
7140,3867,5.0,1202428800
7140,88,5.0,1202428800
8431,1296,5.0,1278028800
8431,2037,5.0,1278028800
8431,4644,5.0,1278028800
8431,242,4.0,1278028800
8431,8097,5.0,1278028800
8431,8719,5.0,1278028800
8431,88,4.0,1278028800
8431,9706,5.0,1278028800
4316,4140,2.0,986169600
4316,2198,5.0,971136000
4316,3604,3.0,1034380800
4316,89,2.0,1090368000
4316,3761,4.0,998611200
4316,4737,5.0,965952000
4316,4046,5.0,1164758400
4316,2272,5.0,1121817600
4316,3715,3.0,986169600
4316,1641,4.0,998611200
4316,2345,4.0,998611200
4316,1494,5.0,991353600
4316,7084,3.0,1202083200
4316,3029,5.0,959472000
4316,5350,5.0,991353600
4316,4632,5.0,996192000
4316,5375,5.0,1121817600
4316,7593,3.0,1031443200
4316,1213,2.0,965952000
4316,755,5.0,999388800
4316,2650,5.0,991353600
4316,1104,5.0,971481600
4316,7400,1.0,959472000
4557,6716,5.0,1177718400
4557,1328,5.0,1179014400
4557,4559,5.0,985132800
4557,139,4.0,1024358400
4557,5913,3.0,1178755200
4557,7668,5.0,1178755200
4557,6920,5.0,1178755200
4557,7633,3.0,1058745600
4557,2765,4.0,1049673600
4557,477,4.0,1049500800
4557,1231,5.0,1055635200
4557,6721,5.0,989366400
4557,3460,5.0,1027036800
4557,1640,5.0,1026864000
4557,9347,4.0,1047772800
4557,2585,5.0,1070582400
4557,4723,5.0,985737600
4557,1603,4.0,1051920000
4557,4708,4.0,1178064000
4557,440,5.0,1179014400
4557,244,5.0,982972800
4557,3912,4.0,985046400
4557,10224,5.0,1049846400
4557,1058,4.0,1049760000
4557,463,5.0,1005696000
4557,967,5.0,1049414400
4557,89,5.0,1083715200
4557,1566,5.0,1055548800
4557,317,4.0,1179014400
5994,8493,4.0,951868800
5994,2083,4.0,1077753600
5994,89,3.0,1084838400
5994,3326,4.0,960336000
5994,274,3.0,924825600
5994,1706,2.0,1082937600
5994,8408,4.0,1375488000
5994,2688,5.0,1333324800
5994,6191,1.0,1076976000
5994,7325,1.0,924825600
5994,3304,5.0,917740800
5994,678,4.0,924825600
5994,1254,2.0,1296000000
5994,3727,4.0,1302048000
5994,10159,1.0,1124668800
8558,1014,5.0,1326499200
8558,3583,4.0,1359331200
8558,1302,1.0,1370044800
8558,6966,4.0,1132963200
8558,89,3.0,1136073600
8558,3303,5.0,1391731200
8558,686,1.0,1385510400
8558,6760,3.0,1353801600
8558,6303,2.0,1191628800
8558,882,5.0,1331337600
8558,2950,1.0,1356998400
8558,1421,5.0,1131062400
8558,1465,1.0,1388361600
8558,226,2.0,1130544000
8880,2339,5.0,1388880000
8880,3711,2.0,1312848000
8880,396,5.0,1187481600
8880,953,1.0,1342915200
8880,1236,3.0,1325635200
8880,7483,4.0,1147305600
8880,3470,3.0,1346198400
8880,5996,3.0,1078444800
8880,89,5.0,1082851200
8880,1904,2.0,1390435200
8880,1108,4.0,1003881600
7055,89,5.0,1081036800
7055,4080,5.0,1079827200
7055,4170,5.0,1113091200
7055,216,5.0,1148947200
7055,5375,5.0,1141948800
7055,6432,5.0,1052265600
7055,3076,5.0,1036108800
7055,197,5.0,1172620800
7055,516,5.0,1170201600
7055,6847,5.0,1176854400
7055,1694,5.0,1142812800
7055,3793,5.0,1079740800
4723,89,4.0,1083888000
4723,843,5.0,1092960000
4723,884,1.0,1344816000
4723,3616,4.0,1092787200
4723,1402,3.0,1092528000
4723,4308,4.0,1092873600
4723,111,5.0,1315440000
4723,1323,5.0,1092528000
4723,2797,3.0,1114905600
4723,2180,4.0,1083110400
4723,555,5.0,1092528000
4723,1180,3.0,1099699200
4723,1936,1.0,1324857600
4723,5937,1.0,1107993600
4723,1616,5.0,1292803200
4723,8009,4.0,1085443200
4723,423,5.0,1092960000
4723,7633,5.0,1092009600
4723,854,1.0,1384473600
4723,455,2.0,1045440000
4723,718,5.0,1090972800
4723,396,5.0,1268179200
4723,448,5.0,1085616000
4723,7730,3.0,1092873600
7586,89,3.0,1401408000
7586,565,2.0,1396483200
7586,125,1.0,1372291200
7586,3064,3.0,1395878400
7586,1079,4.0,1396828800
7586,5995,1.0,1400976000
7586,1090,1.0,1321401600
7586,5604,2.0,1359504000
7586,627,1.0,1393286400
7586,2328,1.0,1394841600
7586,1212,1.0,1376870400
7586,1155,1.0,1393286400
7586,120,4.0,1396483200
5702,8495,1.0,1326585600
5702,4696,4.0,1165017600
5702,6070,4.0,1123804800
5702,1099,2.0,1139702400
5702,197,1.0,1123286400
5702,1774,5.0,1098144000
5702,500,4.0,1164758400
5702,5439,5.0,1036368000
5702,89,2.0,1123286400
5702,951,4.0,1105401600
5702,991,5.0,1161907200
5702,6373,4.0,1125446400
5702,226,3.0,1122854400
5702,3318,2.0,1104278400
87,948,5.0,1370995200
87,90,5.0,1367625600
87,5453,5.0,1379635200
87,7548,5.0,1366502400
87,1592,5.0,1392422400
87,176,5.0,1361836800
87,6177,5.0,1352419200
87,5597,5.0,1383004800
87,2323,3.0,1368576000
87,5056,5.0,1361404800
87,9530,5.0,1393891200
87,533,4.0,1387065600
87,807,5.0,1389312000
87,3602,5.0,1386547200
87,8537,4.0,1351900800
87,2013,4.0,1381708800
87,6656,5.0,1401840000
87,967,4.0,1403049600
87,95,2.0,1378339200
87,8605,1.0,1386115200
87,3317,5.0,1384473600
87,3704,5.0,1395014400
87,3673,5.0,1394323200
87,2861,5.0,1368576000
87,2180,5.0,1352160000
87,3498,2.0,1381276800
87,844,5.0,1401494400
87,2807,3.0,1404864000
87,5069,5.0,1362960000
87,796,5.0,1386633600
87,1798,4.0,1364342400
87,1227,5.0,1379116800
1476,515,5.0,1109635200
1476,859,5.0,1110067200
1476,350,5.0,1110153600
1476,3635,4.0,1107302400
1476,351,4.0,1110153600
1476,90,5.0,1030752000
1476,3230,5.0,1056585600
1476,6676,5.0,1005264000
1476,9749,5.0,1176681600
1476,1610,5.0,1006128000
1476,7866,4.0,1303344000
1476,1969,5.0,1018742400
1476,3892,4.0,1220745600
1476,2309,5.0,1238630400
1476,2264,4.0,1258243200
1476,7973,4.0,1110153600
1476,212,5.0,1006128000
1476,261,5.0,1056585600
1476,1217,5.0,1006128000
1476,9764,5.0,1110153600
1476,842,5.0,1006214400
1476,3965,5.0,1006128000
1476,961,5.0,1005868800
1476,5814,5.0,1401840000
1476,381,5.0,1110240000
1476,352,5.0,1035849600
794,4003,5.0,969667200
794,2165,5.0,956880000
794,90,4.0,1035849600
794,3883,4.0,958608000
794,5104,4.0,958953600
794,1085,5.0,957398400
794,879,5.0,956793600
794,1315,4.0,956880000
794,2672,4.0,957398400
794,1064,5.0,957139200
794,604,5.0,956880000
794,951,5.0,958953600
794,676,5.0,957916800
794,3888,5.0,965520000
794,2270,5.0,956966400
794,136,5.0,956880000
794,8160,5.0,965520000
794,274,5.0,957052800
794,1360,5.0,957312000
794,1606,5.0,960768000
794,2218,5.0,1012953600
794,434,5.0,957312000
794,3214,5.0,956966400
1694,5846,4.0,958867200
1694,1249,5.0,1333497600
1694,3854,5.0,986860800
1694,137,5.0,1231459200
1694,1556,5.0,990403200
1694,1245,5.0,986515200
1694,5877,4.0,998092800
1694,908,5.0,998870400
1694,3328,5.0,1053648000
1694,1242,5.0,1053820800
1694,6412,5.0,1136160000
1694,90,5.0,1042070400
1694,2860,2.0,1204243200
1694,3417,5.0,1112572800
1694,1300,5.0,1041465600
1694,1854,5.0,999475200
2154,943,4.0,1368748800
2154,6193,4.0,1387324800
2154,90,5.0,1396483200
2154,1594,5.0,1402876800
2154,6137,5.0,1402185600
2154,1978,5.0,1389312000
2154,1458,5.0,1390867200
2154,3916,5.0,1400112000
2154,824,4.0,1401148800
2154,9708,5.0,1344902400
2154,158,4.0,1357516800
2154,2171,5.0,1390003200
2154,4211,5.0,1392163200
2154,2060,5.0,1320710400
2154,4174,4.0,1344470400
2154,1865,5.0,1320710400
2154,7887,5.0,1390867200
2154,627,4.0,1396569600
2154,10119,4.0,1320796800
2154,1801,5.0,1397174400
2154,4048,5.0,1391644800
2154,2149,5.0,1391126400
2154,3451,5.0,1391472000
2154,3410,5.0,1392076800
2154,2244,3.0,1390089600
2154,6387,5.0,1391040000
2154,8913,4.0,1397347200
2154,6900,4.0,1389312000
2154,8370,5.0,1389225600
2154,541,5.0,1386374400
2154,144,4.0,1386979200
2154,3652,5.0,1389484800
3924,810,3.0,1374364800
3924,188,5.0,1374364800
3924,2636,5.0,1362441600
3924,1021,5.0,1367625600
3924,3569,4.0,1367625600
3924,2378,5.0,1374364800
3924,1637,1.0,1402272000
3924,1356,5.0,1367625600
3924,6813,5.0,1367625600
3924,1853,5.0,1402272000
3924,2015,1.0,1362441600
3924,4392,5.0,1398643200
3924,3610,5.0,1368921600
3924,90,5.0,1374364800
3924,416,5.0,1359849600
3924,2763,5.0,1269475200
3924,482,5.0,1354406400
3924,4498,2.0,1362441600
3924,1397,4.0,1368921600
3924,1150,5.0,1366329600
3924,6244,4.0,1398643200
3924,580,4.0,1362441600
3924,2006,5.0,1402272000
2145,766,5.0,955929600
2145,5479,5.0,952300800
2145,2249,5.0,955929600
2145,950,3.0,1012003200
2145,1180,5.0,1031529600
2145,1759,3.0,1010448000
2145,9444,3.0,989625600
2145,1202,1.0,1033948800
2145,730,4.0,1047686400
2145,2492,4.0,1016409600
2145,1477,5.0,984441600
2145,1056,4.0,1038787200
2145,6553,1.0,1033948800
2145,6942,5.0,1070582400
2145,2637,4.0,959472000
2145,9677,3.0,1034035200
2145,90,5.0,1030838400
2145,5206,3.0,1033776000
2145,241,5.0,1279065600
2145,4945,5.0,955929600
2145,1620,2.0,1011484800
2145,7319,3.0,1030838400
2145,3600,5.0,959472000
2145,345,2.0,1076198400
2145,905,5.0,949622400
2145,7838,5.0,979862400
2145,3843,4.0,991526400
2145,3436,5.0,953078400
2145,2115,3.0,984528000
2145,2004,3.0,1017532800
2145,4403,4.0,969580800
2145,4573,4.0,1009843200
2877,871,5.0,1374537600
2877,330,5.0,1373328000
2877,1545,5.0,1373846400
2877,92,5.0,1390435200
2877,347,5.0,1373328000
2877,90,5.0,1390435200
2877,1035,4.0,1373846400
2877,93,4.0,1374537600
2877,171,4.0,1390435200
2877,1349,5.0,1390435200
2877,260,4.0,1390435200
2877,115,4.0,1374537600
2877,2749,5.0,1377648000
2877,458,5.0,1390435200
2877,1394,2.0,1373328000
2877,813,5.0,1374537600
2877,4957,5.0,1374537600
2877,175,3.0,1390435200
2877,1190,5.0,1373846400
4510,348,5.0,980208000
4510,1260,5.0,981763200
4510,352,5.0,1042070400
4510,2108,5.0,976838400
4510,4218,5.0,973900800
4510,7951,5.0,957484800
4510,107,5.0,972432000
4510,5510,4.0,978739200
4510,3251,5.0,949017600
4510,747,5.0,958521600
4510,1955,5.0,1061078400
4510,9420,5.0,1103414400
4510,4068,5.0,1064102400
4510,3445,5.0,1046304000
4510,967,5.0,1059264000
4510,195,5.0,1071964800
4510,905,5.0,944265600
4510,9364,5.0,951696000
4510,90,5.0,1042848000
4510,4933,5.0,1050278400
4510,9340,4.0,966816000
4510,2417,4.0,1063584000
4510,6533,5.0,976579200
4510,5847,5.0,1112486400
4510,3626,5.0,974851200
4510,5738,4.0,1101859200
4510,1206,4.0,1067904000
4510,7800,5.0,971827200
4510,359,5.0,1076976000
4510,7293,5.0,1044748800
4510,3959,5.0,968025600
4510,5483,5.0,1075766400
4878,144,3.0,1298332800
4878,914,4.0,1299110400
4878,365,5.0,1299024000
4878,337,5.0,1295308800
4878,1615,4.0,1298332800
4878,153,5.0,1298332800
4878,2847,5.0,1277856000
4878,5344,4.0,1277856000
4878,90,5.0,1297900800
4878,1560,5.0,1277856000
4878,1728,5.0,1346198400
4878,539,5.0,1277769600
4878,589,2.0,1301270400
4878,204,5.0,1302220800
4878,4366,1.0,1302220800
4878,2281,5.0,1277856000
4878,1121,5.0,1277769600
2448,6740,5.0,1338940800
2448,865,5.0,1323993600
2448,3624,3.0,1312761600
2448,4353,1.0,1313366400
2448,1826,5.0,1313366400
2448,1043,5.0,1309824000
2448,1207,4.0,1332288000
2448,405,5.0,1323820800
2448,2403,5.0,1329436800
2448,166,5.0,1320883200
2448,1760,5.0,1311638400
2448,2203,1.0,1293408000
2448,1089,1.0,1325203200
2448,1504,5.0,1323820800
2448,9858,5.0,1309392000
2448,1102,4.0,1331596800
2448,2505,4.0,1313107200
2448,1693,5.0,1309392000
2448,3876,4.0,1317600000
2448,505,5.0,1312243200
2448,135,5.0,1313107200
2448,5184,3.0,1329177600
2448,1163,5.0,1324857600
2448,257,4.0,1322438400
2448,6371,5.0,1330041600
2448,1473,5.0,1313107200
2448,90,5.0,1309392000
2448,127,4.0,1323993600
2448,973,5.0,1326153600
8912,7895,5.0,960076800
8912,840,4.0,883785600
8912,333,4.0,1033862400
8912,1565,4.0,1035244800
8912,8570,5.0,931737600
8912,1987,4.0,1023321600
8912,527,4.0,1005436800
8912,2677,4.0,956448000
8912,6686,4.0,1003190400
8912,1698,4.0,1069372800
8912,3312,2.0,1048377600
8912,4852,3.0,1026604800
8912,1470,5.0,1030838400
8912,6141,5.0,930614400
8912,6753,3.0,1023667200
8912,8507,3.0,1023148800
8912,3673,4.0,1022371200
8912,7593,3.0,1065052800
8912,2228,4.0,1024185600
8912,1149,5.0,956361600
8912,3843,3.0,1068681600
8912,6280,5.0,1079049600
8912,5361,2.0,1058832000
8912,6001,5.0,934156800
8912,5835,5.0,1316476800
8912,2735,5.0,1034467200
8912,7002,3.0,992908800
8912,4478,5.0,1058918400
8912,4770,3.0,925603200
8912,1053,4.0,1076284800
8912,352,4.0,1037836800
8912,6497,4.0,964396800
2696,3970,5.0,1185148800
2696,3185,4.0,1294185600
2696,3993,4.0,1212105600
2696,9107,3.0,1212883200
2696,5145,5.0,1189641600
2696,4243,5.0,1172188800
2696,90,5.0,1212451200
2696,597,4.0,1212451200
2696,3550,4.0,1231372800
2696,3769,5.0,1185148800
2696,677,5.0,1205452800
2696,102,3.0,1189641600
2696,9136,5.0,1185148800
2696,6002,4.0,1212451200
2696,2698,5.0,1212451200
2696,1200,5.0,1212451200
2696,3179,4.0,1215129600
2696,2153,3.0,1214438400
2696,747,5.0,1205452800
2696,837,3.0,1185148800
3759,110,4.0,1188691200
3759,115,5.0,1352937600
3759,438,5.0,1199318400
3759,321,5.0,1187827200
3759,91,5.0,1194134400
3759,245,5.0,1170374400
3759,1989,5.0,1211760000
3759,10169,5.0,1209686400
3759,2153,2.0,1215129600
3759,3921,5.0,1222300800
3759,171,5.0,1206662400
3759,654,3.0,1194134400
3759,756,4.0,1189641600
3759,449,3.0,1185926400
3759,629,5.0,1225065600
3759,1455,5.0,1194134400
3759,90,5.0,1222128000
3759,289,5.0,1166572800
3759,488,5.0,1205971200
3759,4553,5.0,1103846400
3759,100,5.0,1199318400
3759,420,5.0,1199923200
3759,978,4.0,1199318400
3759,4934,5.0,1209600000
5216,10294,5.0,1260576000
5216,1244,3.0,1259193600
5216,881,5.0,1202342400
5216,6954,5.0,1268697600
5216,92,4.0,1267747200
5216,90,5.0,1259193600
5216,808,5.0,1259712000
5216,1078,4.0,1210291200
5216,3419,5.0,1259193600
5216,5292,4.0,1259193600
5216,225,5.0,1268697600
5216,2245,5.0,1259193600
5216,260,4.0,1285372800
5216,100,4.0,1215216000
5216,599,4.0,1266451200
5216,337,5.0,1283040000
8722,8473,4.0,1393804800
8722,2644,2.0,1353196800
8722,5624,1.0,1374969600
8722,8388,1.0,1385510400
8722,9626,4.0,1397606400
8722,548,5.0,1091404800
8722,2069,2.0,1360281600
8722,90,3.0,1401840000
2785,867,5.0,1040947200
2785,2910,5.0,1138492800
2785,90,5.0,1033948800
2785,300,5.0,918172800
2785,403,5.0,1087948800
2785,2456,5.0,1117238400
2785,6072,5.0,1116633600
2785,98,4.0,1023494400
2785,96,5.0,991785600
2785,124,5.0,1061510400
2785,1300,5.0,1034380800
2785,976,5.0,1022630400
7025,90,5.0,1357171200
7025,394,5.0,1357171200
7025,1804,5.0,1357171200
7025,169,5.0,1357171200
7025,1337,5.0,1357171200
7025,1289,5.0,1357171200
7025,2196,5.0,1357171200
7025,335,5.0,1363305600
7025,2028,5.0,1339372800
7025,4244,5.0,1357171200
7025,309,5.0,1357171200
7025,4875,5.0,1357171200
7025,9709,5.0,1357171200
884,1462,2.0,1294531200
884,964,5.0,1024704000
884,1148,4.0,1296691200
884,529,5.0,1296691200
884,642,2.0,1295481600
884,1239,2.0,1295308800
884,692,3.0,1228953600
884,3773,3.0,1166227200
884,1786,2.0,1295308800
884,5956,3.0,1222560000
884,1189,3.0,1262822400
884,4306,4.0,982368000
884,430,4.0,1223769600
884,4140,3.0,1025740800
884,4132,2.0,999302400
884,1960,3.0,1167264000
884,3731,2.0,1299196800
884,2733,4.0,1262304000
884,241,4.0,1296691200
884,8632,4.0,1166227200
884,387,5.0,1263254400
884,91,1.0,1263513600
884,4399,3.0,1296691200
884,10179,2.0,980640000
884,107,3.0,1293840000
884,514,5.0,1295481600
884,2393,2.0,986688000
884,6370,5.0,999302400
884,3511,4.0,1297987200
884,6823,4.0,1165795200
884,6564,2.0,1166227200
701,129,5.0,1156118400
701,2144,5.0,1360627200
701,5552,5.0,1384905600
701,9461,5.0,1128470400
701,2961,5.0,1392768000
701,8066,1.0,1106870400
701,4660,4.0,1267056000
701,91,5.0,1124150400
701,403,5.0,1087948800
701,8845,4.0,1156118400
701,2181,5.0,1222992000
701,292,5.0,1202342400
730,1189,4.0,1210204800
730,268,4.0,1216598400
730,686,5.0,1205366400
730,3632,3.0,1217808000
730,188,5.0,1114387200
730,644,3.0,1136419200
730,431,3.0,1214265600
730,1982,3.0,1225152000
730,91,3.0,1135123200
730,660,4.0,1220486400
730,6168,3.0,1215388800
730,346,3.0,1210204800
730,282,2.0,1232409600
730,267,4.0,1211328000
4679,8712,5.0,1067299200
4679,91,3.0,1187913600
4679,1352,5.0,1074124800
4679,1686,5.0,1168732800
4679,7963,3.0,1086566400
4679,5752,5.0,1175212800
4679,9599,5.0,1147824000
4679,5825,5.0,1118275200
4679,745,5.0,1040947200
4679,148,3.0,1114041600
4679,9237,4.0,1315094400
4679,9576,5.0,1162598400
4679,1640,3.0,1116288000
4679,2896,5.0,1117497600
4679,9724,3.0,1070236800
4679,625,3.0,1237161600
4679,4041,5.0,1040169600
4679,7507,5.0,1103932800
4679,5450,2.0,995328000
4679,5796,4.0,1233619200
4679,5038,5.0,1139961600
4679,1774,5.0,1084060800
4679,8357,5.0,1118707200
4679,3233,5.0,1189123200
4679,3490,5.0,1013904000
4679,1938,4.0,1129248000
4679,308,4.0,1073865600
4679,2494,4.0,1315872000
4679,1494,4.0,1178582400
4679,4657,5.0,1157068800
4679,935,2.0,1128211200
4679,1123,5.0,1175385600
5728,2315,5.0,1131753600
5728,121,5.0,1121472000
5728,638,5.0,1140998400
5728,1024,5.0,1135641600
5728,6722,1.0,1135987200
5728,6864,5.0,1141776000
5728,10075,2.0,1288224000
5728,2540,1.0,1296172800
5728,3389,5.0,1135728000
5728,1431,5.0,1377043200
5728,6943,5.0,1135728000
5728,4738,5.0,1134172800
5728,91,5.0,1136073600
6700,672,3.0,1140134400
6700,1067,4.0,1204416000
6700,183,5.0,1135296000
6700,638,4.0,1135036800
6700,191,5.0,1141084800
6700,91,4.0,1138406400
3979,3653,1.0,1326585600
3979,1691,5.0,1136592000
3979,91,1.0,1260835200
3979,115,5.0,1353888000
3979,130,5.0,1098921600
3979,224,5.0,1098921600
3979,2505,3.0,1294444800
3979,1711,2.0,1347148800
3979,7554,3.0,1400716800
3979,1602,1.0,1133827200
3979,4599,4.0,1371340800
